Name,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,Team.y,logo_def,game_id,posteam,rusher_player_name,noruns,nopass,noplays,touchdown,yards_gained,touchdown_rush,yards_rushing,epa
"Abdullah, Ameer",MIN,GNB,8,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Abdullah, Ameer",MIN,HOU,4,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Abdullah, Ameer",MIN,IND,2,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Abdullah, Ameer",MIN,NOR,16,1.3,4500,1.3,4000,1.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,2020_16_MIN_NO,MIN,A.Abdullah,1,0,1,0,13,0,13,1.36200710386038
"Abdullah, Ameer",MIN,SEA,5,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Abdullah, Ameer",MIN,TAM,14,3.1,4500,4.1,4000,3.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,2020_14_MIN_TB,MIN,A.Abdullah,3,0,3,0,11,0,11,-0.392226379073691
"Adams, Josh",NYJ,CLE,16,0,4600,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,"","","","",,"","",00-0034457,,"",,,,,,"","","","",NYJ,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Adams, Josh",NYJ,LVR,13,7.4,4500,7.4,4000,7.4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,"","","","",,"","",00-0034457,,"",,,,,,"","","","",NYJ,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,2020_13_LV_NYJ,NYJ,J.Adams,8,0,8,0,74,0,74,2.57203093438875
"Adams, Josh",NYJ,SFO,2,0,4900,0,4400,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,"","","","",,"","",00-0034457,,"",,,,,,"","","","",NYJ,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,2020_02_SF_NYJ,NYJ,J.Adams,1,0,1,0,0,0,0,-3.44485900260042
"Adams, Josh",NYJ,BUF,1,9.2,4500,10.2,4000,9.2,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,"","","","",,"","",00-0034457,,"",,,,,,"","","","",NYJ,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_01_NYJ_BUF,NYJ,J.Adams,2,0,2,1,8,1,8,2.27948232993367
"Adams, Josh",NYJ,LAR,15,0,4700,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,"","","","",,"","",00-0034457,,"",,,,,,"","","","",NYJ,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Adams, Josh",NYJ,NWE,17,12.9,4600,13.9,4000,12.9,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,"","","","",,"","",00-0034457,,"",,,,,,"","","","",NYJ,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,2020_17_NYJ_NE,NYJ,J.Adams,11,0,11,1,47,1,47,0.710677592433058
"Adams, Josh",NYJ,SEA,14,4,5100,5,4100,4,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,"","","","",,"","",00-0034457,,"",,,,,,"","","","",NYJ,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_14_NYJ_SEA,NYJ,J.Adams,6,0,6,0,27,0,27,-1.40714883932378
"Ahmed, Salvon",MIA,LAC,10,15.5,4900,16,4000,15.5,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Ahmed,Salvon,2020,RB,RB,26,Active,Salvon Ahmed,1998-12-29,5-11,196,Washington,Juanita (WA),00-0036020,4243315,0dbbd211-0372-4751-9751-e4df4ab1f8eb,33265,14453,57472,21843,6918,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png' height='20'></img>,"Ahmed, Salvon","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,2020_10_LAC_MIA,MIA,S.Ahmed,21,0,21,1,85,1,85,-2.54570602328777
"Ahmed, Salvon",MIA,NWE,15,21.2,5100,24.7,4700,21.2,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Ahmed,Salvon,2020,RB,RB,26,Active,Salvon Ahmed,1998-12-29,5-11,196,Washington,Juanita (WA),00-0036020,4243315,0dbbd211-0372-4751-9751-e4df4ab1f8eb,33265,14453,57472,21843,6918,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png' height='20'></img>,"Ahmed, Salvon","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,2020_15_NE_MIA,MIA,S.Ahmed,23,0,23,1,122,1,122,4.07959350250894
"Ahmed, Salvon",MIA,ARI,9,3.8,4500,3.8,4000,3.8,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Ahmed,Salvon,2020,RB,RB,26,Active,Salvon Ahmed,1998-12-29,5-11,196,Washington,Juanita (WA),00-0036020,4243315,0dbbd211-0372-4751-9751-e4df4ab1f8eb,33265,14453,57472,21843,6918,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png' height='20'></img>,"Ahmed, Salvon","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,2020_09_MIA_ARI,MIA,S.Ahmed,7,0,7,0,38,0,38,0.903064118116163
"Ahmed, Salvon",MIA,BUF,17,12.3,5300,13.8,4400,12.3,18,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Ahmed,Salvon,2020,RB,RB,26,Active,Salvon Ahmed,1998-12-29,5-11,196,Washington,Juanita (WA),00-0036020,4243315,0dbbd211-0372-4751-9751-e4df4ab1f8eb,33265,14453,57472,21843,6918,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png' height='20'></img>,"Ahmed, Salvon","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_17_MIA_BUF,MIA,S.Ahmed,6,0,6,1,29,1,29,0.96175943268463
"Ahmed, Salvon",MIA,DEN,11,9.9,5600,12.4,4800,9.9,17,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Ahmed,Salvon,2020,RB,RB,26,Active,Salvon Ahmed,1998-12-29,5-11,196,Washington,Juanita (WA),00-0036020,4243315,0dbbd211-0372-4751-9751-e4df4ab1f8eb,33265,14453,57472,21843,6918,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png' height='20'></img>,"Ahmed, Salvon","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,2020_11_MIA_DEN,MIA,S.Ahmed,12,0,12,0,43,0,43,-0.420736377825961
"Ahmed, Salvon",MIA,LVR,16,0.8,6700,1.3,5600,0.8,21,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Ahmed,Salvon,2020,RB,RB,26,Active,Salvon Ahmed,1998-12-29,5-11,196,Washington,Juanita (WA),00-0036020,4243315,0dbbd211-0372-4751-9751-e4df4ab1f8eb,33265,14453,57472,21843,6918,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png' height='20'></img>,"Ahmed, Salvon","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,2020_16_MIA_LV,MIA,S.Ahmed,6,0,6,0,2,0,2,-5.71135421086862
"Akers, Cam",LAR,ARI,17,8.6,6300,11.6,6100,8.6,23,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,Akers,Cam,2020,RB,RB,23,Active,Cam Akers,1999-06-22,5-11,212,Florida State,Clinton (MS),00-0036414,4240021,74980532-8158-4b56-91db-5053878737b4,32722,14383,57206,21688,6938,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png' height='20'></img>,"Akers, Cam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,2020_17_ARI_LA,LAR,C.Akers,21,0,21,0,34,0,34,-14.7483644106542
"Akers, Cam",LAR,CHI,7,0,5000,0,4000,0,16,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,Akers,Cam,2020,RB,RB,23,Active,Cam Akers,1999-06-22,5-11,212,Florida State,Clinton (MS),00-0036414,4240021,74980532-8158-4b56-91db-5053878737b4,32722,14383,57206,21688,6938,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png' height='20'></img>,"Akers, Cam","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,,,,,,,,,,,
